Grupo de Perfil;Cod. Setor;Descricao Setor;Codigo Cliente;Razao Social;Bairro;Ordem;Status do Cliente;Nome Fantasia;Frequencia Visita;Periodicidade;Proxima Visita;Visita Original;Inicio Visita;CNPJ;Inscricao Estadual;Cod. Estabelecimento;Nome Estabelecimento;Cod. Pagto;Descricao Pagto;Serasa;Observacao;Contato;CNPJ;Contato;CNPJ;Ordem por Historico;Dias Entrega;El Dorado;Endereço;Cidade;Cod. Segmento;Segmento
05;0111;BRUNO                                             ;35.582;45.920.723 ELANA JOANA AFONSO DOS SANTOS;JARDIM ITAPEMA     ;099;A;BAR DO GEOVANI      ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;045920723000147;124339719117      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   PASCHOAL DECRESCENZO          1188  ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0111;BRUNO                                             ;35.888;55.656.509 LARISSA SANCHES PEREIRA      ;JARDIM MUGNAINI    ;099;A;SERV FESTA AMAZONIA ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;055656509000189;137802004110      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DOMINGOS FALAVINA             960   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0111;BRUNO                                             ;83.026;MULLER COMERCIO DE MOVEIS LTDA          ;JARDIM ITAPEMA     ;099;A;MULLER STORE        ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;047030410000149;124367606115      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   GERALDO FERNANDES             620   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0111;BRUNO                                             ;83.369;MARIA JULIA DA SILVA RAMOS              ;VILA MAYOR         ;099;A;CS DE CARNES PARAISO;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;050861200000107;124455329117      ;098;LOJA DE CONVENI;006;PIX AVISTA      ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DOMINGOS FALAVINA             649   ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0111;BRUNO                                             ;83.510;HORA CERTA - CONVENIENCIA LTDA          ;JARDIM MUGNAINI    ;099;A;POSTO VISAO FUTURO  ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;005634713000716;135216358119      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DOMINGOS FALAVINA             1200  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0111;BRUNO                                             ;83.794;GOYAZ PHARMA COMERCIO DE MEDICAMENTOS LT;JARDIM ITAPEMA     ;099;A;DROGARIA MAIS SAUDE ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;019163361000187;647682840114      ;318;BOTICA/FARMACIA;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   PASCHOAL DECRESCENZO          1078  ;SAO JOSE DO RIO PRETO         ;14;Lj. Conveniência                        
05;0111;BRUNO                                             ;83.795;MATEUS LEONARDO FERNANDES DA SILVA 36164;JARDIM ITAPEMA     ;099;A;BAR OLOKO MEU       ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;045745003000192;124334345112      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   PASCHOAL DECRESCENZO          826   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0111;BRUNO                                             ;99.575;ANTONIO CARLOS DE SOUZA 88888932887     ;JARDIM ITAPEMA     ;099;A;BAR DO MAGNUM       ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;024396683000106;647808950110      ;131;BAR/BARZINHO   ;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSE DAVID PADUA              130   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0111;BRUNO                                             ;99.993;VLADIMIR NAZARIO DA SILVA 02845301820   ;JARDIM MUGNAINI    ;099;A;BAR DO BARBA        ;SAB/                        ;Semanal   ;26/04/2025;26/04/2025;05/10/2024;023205837000172;647779064110      ;131;BAR/BARZINHO   ;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   MOACIR MENDONCA               310   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;32.312;VERON SUPERMERCADO LTDA                 ;PARQUE DA CIDADANIA;001;A;VERON 1 CIDADANIA   ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;25/11/2024;041921044000131;124225420111      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PALMYRA EUGENIA DA SILVA      300   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0112;ISAIAS                                            ;83.989;57.884.081 FRANCIELLE DE SOUZA TEIXEIRA ;EGYDIO ZANI        ;001;A;S F EGYDIO ZANI     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;11/11/2024;057884081000157;151411904116      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   FLAVIO MARTINS                214   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0112;ISAIAS                                            ;98.127;33.379.787 LIA SARTI                    ;JORGE RODRIGUES    ;001;A;COMPANHEIRO SF      ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;31/03/2025;033379787000101;124022246116      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ADEMAR JORGE                  433   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0112;ISAIAS                                            ; 1.458;BAR MACAUBAR LTDA                       ;ESTANCIA SAO CARLOS;099;A;BAR MACAUBAR        ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;009116127000145;647514619116      ;131;BAR/BARZINHO   ;008;7 DIAS BOLETO   ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOSE ERNESTO SOBRINHO         128   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;15.580;ADRIANA CRISTINA SILVA CAMILO SAO JOSE D;ESTANCIA SAN CARLOS;099;A;MERC ZEZINHO        ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;004406766000121;647392727118      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   MARIO GOLIN                   167   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0112;ISAIAS                                            ;27.517;ARMAZEM IPIGUA LTDA                     ;SANTA ROSA         ;099;A;ARMAZEM IPIGUA      ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;007209664000104;784052059110      ;010;MINIMERCADO    ;028;4 DIAS BOLETO   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DELCIO CUSTODIO DA SILVA      SN    ;IPIGUA                        ;15;AS (1-4)                                
05;0112;ISAIAS                                            ;30.461;JULIO CESAR FERREIRA MINIMERCADO        ;PICA-PAU-AMARELO (Z;099;A;BAR E MERCEARIA JC  ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;031354265000111;647972592115      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;S;AL  DOS FLAMBOYANT                SN    ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;30.805;MARIA TOMAS MARIANO 08262109880         ;ESTACIA VENEZA     ;099;A;BAR DO MARIANO      ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;032752296000193;784013898115      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD DELCIO CUSTODIO DA SILVA KM 18SN    ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;30.957;MARIA EDVIRGES NESPOLO FAVARON          ;JARDIM JATOBAS     ;099;A;CONVENIENCIA JATOBAS;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;016790618000132;784013071117      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  OSVALDO JORGE ESTEVAM         10/20 ;IPIGUA                        ;14;Lj. Conveniência                        
05;0112;ISAIAS                                            ;31.471;ORIDES GOMES DA SILVA 07040996839       ;CENTRO (TALHADO)   ;099;A;BAR DO PONTO        ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;030025474000159;647940663116      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   CONCORDIA                     174   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;34.708;MARIA DAS GRACAS ALBUQUERQUE 05428437812;EGYDIO ZANI        ;099;A;MERCEARIA E CONFEITA;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;046018473000117;124343060118      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   RUA FLAVIO MARTINS            753   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0112;ISAIAS                                            ;35.062;NCG EMPREENDIMENTOS LTDA                ;RESIDENCIAL IPIGUA ;099;A;ISTOK DAMHA FIT     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;051023440000103;784019896116      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   10                            10    ;IPIGUA                        ;15;AS (1-4)                                
05;0112;ISAIAS                                            ;35.647;54.174.763 SILVANA PATRICIA TRINDADE BAT;SAN LUIZ I  TALHADO;099;A;BAR DA SILVANA      ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;054174763000188;135482225110      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   TEOFILO PIMENTA               12    ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;35.668;NCG EMPREENDIMENTOS LTDA                ;EST BACURI         ;099;A;NCG MARKELPLACE     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;051023440000286;784020955110      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   XINGU                         1     ;IPIGUA                        ;15;AS (1-4)                                
05;0112;ISAIAS                                            ;35.770;44.461.352 ROSANA VANESSA SEVERINO MARON;RES JOSE LINO      ;099;A;FAMILIA GOURMET     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;044461352000110;784017927110      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   GENOEFA TRIDICO               211   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;35.910;55.026.242 GEOVANI GOUVEIA PRAXEDES     ;CENTRO             ;099;A;SORVETERIA TROPICAL ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;055026242000146;784021205115      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   541   ;IPIGUA                        ;18;TRAD                                    
05;0112;ISAIAS                                            ;70.532;CASA DE CARNES PACAEMBU LTDA            ;EGYDIO ZANI        ;099;A;C DE CARNES PACAEMBU;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;048343762000117;124397825113      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ALFREDO LEME COELHO DE CARVALH331   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0112;ISAIAS                                            ;70.550;ALEXSANDRO MARTINS DE CAMPOS JUNIOR 4632;EGYDIO ZANI        ;099;A;SERV FESTA DA HORA  ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;048375488000168;124399999118      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   FLAVIO MARTINS                473   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0112;ISAIAS                                            ;77.966;BRUNA FERNANDA DE MORAIS 40620717890    ;ESTANCIA SAO JUDAS ;099;A;REST TEMPERO GOIANO ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;037287392000121;124127660115      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DOS CAJUEIROS                 67    ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;77.970;HIGOR FERNANDO ROCETE 39787113890       ;JARDIM JATOBAS     ;099;A;RESTAURANTE ROCETE  ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;045601108000178;784018222110      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   OSVALDO JORGE ESTEVAM         130   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;83.043;51.545.447 VALDECIR DA SILVA GUEDES     ;RES MAIS VIVER     ;099;A;BAR DO GUEDES       ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;051545447000187;124564299112      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   GUTTERMBERG TIRADENTES        758   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;83.064;29.199.550 ISIS SUMAN PROTOPSALTIS      ;RECANTO 18         ;099;A;MERCADINHO MERAKI   ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;029199550000163;784020166114      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   1                             14    ;IPIGUA                        ;18;TRAD                                    
05;0112;ISAIAS                                            ;83.540;53.999.743 LEILA CRISTINA DA SILVA RODRI;ESTANCIA SAO CARLOS;099;A;DELICIAS DE PAES    ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;053999743000183;135344392112      ;076;PADARIA/CONFEIT;006;PIX AVISTA      ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ADMAR GONCALVES               297   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0112;ISAIAS                                            ;83.606;ROSI BERNARDO DA FONSECA 08067061807    ;FAZENDA SAO PEDRO (;099;A;BAR ACONCHEGO       ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;045101858000180;124314177118      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD DECIO CUSTODIO DA SILVA (SP-42KM 8  ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;83.708;54.281.401 DEBORA CRISTINA FURLAN RAMOS ;CENTRO             ;099;A;PANIF RAMOS         ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;054281401000196;784020937118      ;076;PADARIA/CONFEIT;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   390   ;IPIGUA                        ;18;TRAD                                    
05;0112;ISAIAS                                            ;83.758;ALINE APARECIDA GOMES GONCALVES 41460246;ESTANCIA SAO JUDAS ;099;B;SaO JUDAS LANCHES   ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;036635961000110;124111912110      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DOS CAJUEIROS                 58    ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0112;ISAIAS                                            ;83.813;55.955.922 JONATHAN PASCHOALETTI ALVES M;FAZENDA SAO PEDRO (;099;A;S F PASCHOALETTI    ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;055955922000144;150157776118      ;222;DEPOSITO DE BEB;028;4 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD DECIO CUSTODIO DA SILVA (SP-4210    ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0112;ISAIAS                                            ;98.672;BEACH PARK WORD HOTEL LTDA              ;SAO BENEDITO DA CAP;099;A;BEACH PARK WORD     ;SEG/                        ;Semanal   ;28/04/2025;28/04/2025;30/09/2024;017394587000163;647872738112      ;208;HOTEL/MOTEL/APA;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD BR-153 (TRANSBRASILIANA)      SN    ;SAO JOSE DO RIO PRETO         ;19;VIP                                     
05;0112;ISAIAS                                            ; 1.865;EDIVALDO APARECIDO GOUVEIA              ;CENTRO             ;099;A;BAR MERC PRIMAVERA  ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;067451054000144;452000965118      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ANTONIO DE LIMA               299   ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ; 2.112;EDINALDO GOUVEIA                        ;CENTRO             ;099;A;BAR DO DI           ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;010777463000118;452058077118      ;998;SERV FESTA     ;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ANTONIO BATISTA RODRIGUES     462   ;MIRASSOLANDIA                 ;21;SUB                                     
05;0112;ISAIAS                                            ; 6.997;22.151.387 RICARDO ALESSANDRO PAZIANOTO ;CENTRO             ;099;A;BAR TRICOLOR        ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;022151387000110;784009437113      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   321   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ; 7.372;LINDAURA NOGUEIRA TEIXEIRA 35268706837  ;CIDADE JARDIM      ;099;A;ALTAS HORAS BAR     ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;023730196000175;452010552118      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  NILSON ROBERTO ALVES          717   ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;27.200;POSTO DA PRACA DE MIRASSOLANDIA LTDA    ;CENTRO             ;099;A;AUTO POSTO PRACA    ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;006881781000157;452052974118      ;098;LOJA DE CONVENI;011;10 DIAS BOLETO  ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R    ANTONIO BATISTA RODRIGUES    487   ;MIRASSOLANDIA                 ;14;Lj. Conveniência                        
05;0112;ISAIAS                                            ;28.586;SORVETES SAO CARLOS DE IPIGUA LTDA      ;CENTRO             ;099;A;SORV SAO CARLOS     ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;007125219000166;784000156115      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   28    ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;30.103;EDIVALDO APARECIDO GOUVEIA SUPERMERCADO ;CENTRO             ;099;A;BAIANO SUPERMERCADO ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;029915853000135;452012787113      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  NILSON ROBERTO ALVES          763   ;MIRASSOLANDIA                 ;15;AS (1-4)                                
05;0112;ISAIAS                                            ;31.983;GERALDO DE SOUZA GUIMARAES 26094085876  ;MACAUBAS           ;099;A;BAR GUIMARAES       ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;022199893000189;452010083118      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SEIS                          1183  ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;32.730;SUPERMERCADO DO CHICO LTDA              ;ZONA RURAL         ;099;A;SUPERMERCADO CHICO  ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;036180379000106;784014991111      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   10    ;IPIGUA                        ;15;AS (1-4)                                
05;0112;ISAIAS                                            ;33.421;42.788.024 VICTORIA CARVALHO MARTINS    ;CENTRO             ;099;A;MIRA HOOKAH         ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;042788024000105;452016922114      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;PC  JOSE BRIGATI MASSARO          522   ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;33.630;MERCEARIA E ACOUGUE SALVADOR LTDA       ;CENTRO             ;099;A;MERCEARIA SALVADOR  ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;023848532000189;784010160115      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   370   ;IPIGUA                        ;18;TRAD                                    
05;0112;ISAIAS                                            ;33.889;APARECIDA N BELLEI RODRIGUES 16978697850;CENTRO             ;099;A;CAFE COM            ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;014908665000102;784006907118      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   276   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;34.424;KELLY LIDIANE ATARASHI CASTELAO         ;CENTRO             ;099;A;PADARIA ESQUINAO    ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;027611549000179;452011985110      ;076;PADARIA/CONFEIT;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ANTONIO LIMA                  515   ;MIRASSOLANDIA                 ;18;TRAD                                    
05;0112;ISAIAS                                            ;35.422;52.402.142 DANILO RICARDO PRAXEDES      ;DIV. SESTIAO MOREIR;099;A;DW SORVETES         ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;052402142000189;784020468118      ;065;ARMAZEM/MERCEAR;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ARTUR ANDRETTO                172   ;IPIGUA                        ;18;TRAD                                    
05;0112;ISAIAS                                            ;35.447;SERV CENTRAL SUPERMERCADO LTDA          ;CENTRO             ;099;A;SERV CENTRAL A LOJA ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;042292079000111;784017012119      ;021;SUPERMERCADO ME;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   150   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;35.500;42.190.274 ALLAN MULLER DE SOUZA RAMOS  ;NOVA MACAUBAS      ;099;A;ALLAN M LLER        ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;042190274000130;452016782110      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   OITO                          1196  ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;35.851;55.949.297 SIRLENE NOGUEIRA TEIXEIRA    ;RESIDENCIAL CIDADE ;099;A;SERV FESTA DA LENE  ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;055949297000128;452021410110      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   MARINO VACCARI TEZINI         261   ;MIRASSOLANDIA                 ;21;SUB                                     
05;0112;ISAIAS                                            ;35.961;ERICA FERREIRA LEITE ALVES 30807701882  ;CENTRO             ;099;A;ESPETO SHREK E FIONA;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;037264544000170;784015455117      ;228;TRAILLER/BARRAC;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   771   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;51.216;BAR E MERCEARIA COSTA E ROSSETO LTDA    ;CENTRO             ;099;A;BAR JOAO COSTA      ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;000022912000164;784000253110      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DO COMERCIO                   421   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;70.588;48.542.772 TEREZINHA MACEDO             ;CONJ H ANTONIO COST;099;A;PIZZARIA DA PRACA   ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;048542772000181;452019080114      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   EDERSON ANTONIO BANHATO       831   ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;77.913;49.719.502 CLAUDIO ANTONIO CANDIDO      ;MACAUBAS           ;099;A;MERCEARIA CLAUDIO   ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;049719502000166;452019382118      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   DEZOITO                       1036  ;MIRASSOLANDIA                 ;18;TRAD                                    
05;0112;ISAIAS                                            ;83.243;MARIA VIRGINIA DE ORNELAS SOUZA 02162974;CENTRO             ;099;A;LANCHONETE DA SHEILA;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;036396578000156;452015002110      ;153;LANCHONETE/PAST;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   FRANCISCO BROISLER            747   ;MIRASSOLANDIA                 ;20;Rota                                    
